fighter,elo,record
Chris Kelades,1501.648738070013,"{'October 04, 2014': {'opponent': 'Paddy Holohan', 'result': 1}, 'February 14, 2015': {'opponent': 'Ray Borg', 'result': 0}, 'August 23, 2015': {'opponent': 'Chris Beal', 'result': 1}, 'April 23, 2016': {'opponent': 'Sergio Pettis', 'result': 0}}"
Roman Salazar,1453.8401964977563,"{'October 04, 2014': {'opponent': 'Mitch Gagnon', 'result': 0}, 'February 28, 2015': {'opponent': 'Norifumi Yamamoto', 'result': 0.5}, 'August 08, 2015': {'opponent': 'Marlon Vera', 'result': 0}}"
Christos Giagos,1509.8287346513046,"{'October 25, 2014': {'opponent': 'Gilbert Burns', 'result': 0}, 'March 21, 2015': {'opponent': 'Jorge de Oliveira', 'result': 1}, 'June 06, 2015': {'opponent': 'Chris Wade', 'result': 0}, 'September 22, 2018': {'opponent': 'Charles Oliveira', 'result': 0}, 'December 01, 2018': {'opponent': 'Mizuto Hirota', 'result': 1}, 'June 01, 2019': {'opponent': 'Damir Hadzovic', 'result': 1}, 'August 17, 2019': {'opponent': 'Drakkar Klose', 'result': 0}, 'December 19, 2020': {'opponent': 'Carlton Minus', 'result': 1}}"
Daniel Kelly,1554.5470557960637,"{'November 07, 2014': {'opponent': 'Luke Zachrich', 'result': 1}, 'February 14, 2015': {'opponent': 'Patrick Walsh', 'result': 1}, 'May 09, 2015': {'opponent': 'Sam Alvey', 'result': 0}, 'November 14, 2015': {'opponent': 'Steve Montgomery', 'result': 1}, 'March 19, 2016': {'opponent': 'Antonio Carlos Junior', 'result': 1}, 'November 26, 2016': {'opponent': 'Chris Camozzi', 'result': 1}, 'March 04, 2017': {'opponent': 'Rashad Evans', 'result': 1}, 'June 10, 2017': {'opponent': 'Derek Brunson', 'result': 0}, 'November 18, 2017': {'opponent': 'Elias Theodorou', 'result': 0}, 'May 27, 2018': {'opponent': 'Tom Breese', 'result': 0}}"
Thomas Almeida,1532.4063405537674,"{'November 08, 2014': {'opponent': 'Tim Gorman', 'result': 1}, 'April 25, 2015': {'opponent': 'Yves Jabouin', 'result': 1}, 'July 11, 2015': {'opponent': 'Brad Pickett', 'result': 1}, 'November 07, 2015': {'opponent': 'Anthony Birchak', 'result': 1}, 'May 29, 2016': {'opponent': 'Cody Garbrandt', 'result': 0}, 'November 19, 2016': {'opponent': 'Albert Morales', 'result': 1}, 'July 22, 2017': {'opponent': 'Jimmie Rivera', 'result': 0}, 'January 20, 2018': {'opponent': 'Rob Font', 'result': 0}, 'October 17, 2020': {'opponent': 'Jonathan Martinez', 'result': 0}}"
Diego Rivas,1525.7804998132135,"{'November 08, 2014': {'opponent': 'Rodolfo Rubio Perez', 'result': 1}, 'February 06, 2016': {'opponent': 'Noad Lahat', 'result': 1}, 'August 05, 2017': {'opponent': 'Jose Quinonez', 'result': 0}, 'May 19, 2018': {'opponent': 'Guido Cannetti', 'result': 0}}"
Rodolfo Rubio Perez,1470.939003057951,"{'November 08, 2014': {'opponent': 'Diego Rivas', 'result': 0}}"
Nina Ansaroff,1496.030317148961,"{'November 08, 2014': {'opponent': 'Juliana Lima', 'result': 0}, 'January 02, 2016': {'opponent': 'Justine Kish', 'result': 0}, 'January 15, 2017': {'opponent': 'Jocelyn Jones-Lybarger', 'result': 1}, 'November 11, 2017': {'opponent': 'Angela Hill', 'result': 1}, 'July 28, 2018': {'opponent': 'Randa Markos', 'result': 1}, 'December 08, 2018': {'opponent': 'Claudia Gadelha', 'result': 1}, 'June 08, 2019': {'opponent': 'Tatiana Suarez', 'result': 0}}"
Jorge de Oliveira,1436.6277275010286,"{'November 08, 2014': {'opponent': 'Dhiego Lima', 'result': 0}, 'March 21, 2015': {'opponent': 'Christos Giagos', 'result': 0}}"
Leon Edwards,1631.8516967957316,"{'November 08, 2014': {'opponent': 'Claudio Silva', 'result': 0}, 'April 11, 2015': {'opponent': 'Seth Baczynski', 'result': 1}, 'July 18, 2015': {'opponent': 'Pawel Pawlak', 'result': 1}, 'December 19, 2015': {'opponent': 'Kamaru Usman', 'result': 0}, 'May 08, 2016': {'opponent': 'Dominic Waters', 'result': 1}, 'October 08, 2016': {'opponent': 'Albert Tumenov', 'result': 1}, 'March 18, 2017': {'opponent': 'Vicente Luque', 'result': 1}, 'September 02, 2017': {'opponent': 'Bryan Barberena', 'result': 1}, 'March 17, 2018': {'opponent': 'Peter Sobotta', 'result': 1}, 'June 23, 2018': {'opponent': 'Donald Cerrone', 'result': 1}, 'March 16, 2019': {'opponent': 'Gunnar Nelson', 'result': 1}, 'July 20, 2019': {'opponent': 'Rafael Dos Anjos', 'result': 1}, 'March 13, 2021': {'opponent': 'Belal Muhammad', 'result': 0.5}}"
Marco Beltran,1520.1491291967243,"{'November 15, 2014': {'opponent': 'Marlon Vera', 'result': 1}, 'November 28, 2015': {'opponent': 'Guangyou Ning', 'result': 1}, 'July 07, 2016': {'opponent': 'Reginaldo Vieira', 'result': 1}, 'November 05, 2016': {'opponent': 'Joe Soto', 'result': 0}, 'June 03, 2017': {'opponent': 'Deiveson Figueiredo', 'result': 0}, 'October 07, 2017': {'opponent': 'Matt Schnell', 'result': 0}}"
Marlon Vera,1565.7110724216245,"{'November 15, 2014': {'opponent': 'Marco Beltran', 'result': 0}, 'August 08, 2015': {'opponent': 'Roman Salazar', 'result': 1}, 'February 27, 2016': {'opponent': 'Davey Grant', 'result': 0}, 'November 26, 2016': {'opponent': 'Guangyou Ning', 'result': 1}, 'March 18, 2017': {'opponent': 'Brad Pickett', 'result': 1}, 'July 22, 2017': {'opponent': 'Brian Kelleher', 'result': 1}, 'October 28, 2017': {'opponent': 'John Lineker', 'result': 0}, 'February 03, 2018': {'opponent': 'Douglas Silva de Andrade', 'result': 0}, 'August 04, 2018': {'opponent': 'Wuliji Buren', 'result': 1}, 'November 17, 2018': {'opponent': 'Guido Cannetti', 'result': 1}, 'March 23, 2019': {'opponent': 'Frankie Saenz', 'result': 1}, 'July 06, 2019': {'opponent': 'Nohelin Hernandez', 'result': 1}, 'October 12, 2019': {'opponent': 'Andre Ewell', 'result': 1}, 'May 16, 2020': {'opponent': 'Song Yadong', 'result': 0}, 'August 15, 2020': {'opponent': ""Sean O'Malley"", 'result': 1}, 'December 19, 2020': {'opponent': 'Jose Aldo', 'result': 0}}"
Gabriel Benitez,1549.259910498,"{'November 15, 2014': {'opponent': 'Humberto Brown Morrison', 'result': 1}, 'June 13, 2015': {'opponent': 'Clay Collard', 'result': 1}, 'November 21, 2015': {'opponent': 'Andre Fili', 'result': 0}, 'September 17, 2016': {'opponent': 'Sam Sicilia', 'result': 1}, 'May 13, 2017': {'opponent': 'Enrique Barzola', 'result': 0}, 'December 09, 2017': {'opponent': 'Jason Knight', 'result': 1}, 'May 19, 2018': {'opponent': 'Humberto Bandenay', 'result': 1}, 'August 17, 2019': {'opponent': 'Sodiq Yusuff', 'result': 0}, 'May 13, 2020': {'opponent': 'Omar Morales', 'result': 0}, 'December 05, 2020': {'opponent': 'Justin Jaynes', 'result': 1}}"
Humberto Brown Morrison,1470.939003057951,"{'November 15, 2014': {'opponent': 'Gabriel Benitez', 'result': 0}}"
Henry Briones,1461.1932857717863,"{'November 15, 2014': {'opponent': 'Guido Cannetti', 'result': 1}, 'July 11, 2015': {'opponent': 'Cody Garbrandt', 'result': 0}, 'November 05, 2016': {'opponent': 'Douglas Silva de Andrade', 'result': 0}, 'August 05, 2017': {'opponent': 'Rani Yahya', 'result': 0}, 'May 19, 2018': {'opponent': 'Frankie Saenz', 'result': 0}}"
Guido Cannetti,1478.0005787685145,"{'November 15, 2014': {'opponent': 'Henry Briones', 'result': 0}, 'August 01, 2015': {'opponent': 'Hugo Viana', 'result': 1}, 'January 14, 2018': {'opponent': 'Kyung Ho Kang', 'result': 0}, 'May 19, 2018': {'opponent': 'Diego Rivas', 'result': 1}, 'November 17, 2018': {'opponent': 'Marlon Vera', 'result': 0}, 'March 07, 2020': {'opponent': 'Batgerel Danaa', 'result': 0}}"
Hector Urbina,1480.033958130734,"{'November 15, 2014': {'opponent': 'Edgar Garcia', 'result': 1}, 'November 21, 2015': {'opponent': 'Bartosz Fabinski', 'result': 0}, 'September 24, 2016': {'opponent': 'Vicente Luque', 'result': 0}}"
Yair Rodriguez,1626.2703972585539,"{'November 15, 2014': {'opponent': 'Leonardo Morales', 'result': 1}, 'June 13, 2015': {'opponent': 'Charles Rosa', 'result': 1}, 'October 03, 2015': {'opponent': 'Dan Hooker', 'result': 1}, 'April 23, 2016': {'opponent': 'Andre Fili', 'result': 1}, 'August 06, 2016': {'opponent': 'Alex Caceres', 'result': 1}, 'January 15, 2017': {'opponent': 'BJ Penn', 'result': 1}, 'May 13, 2017': {'opponent': 'Frankie Edgar', 'result': 0}, 'November 10, 2018': {'opponent': 'Chan Sung Jung', 'result': 1}, 'September 21, 2019': {'opponent': 'Jeremy Stephens', 'result': 0.5}, 'October 18, 2019': {'opponent': 'Jeremy Stephens', 'result': 1}}"
Leonardo Morales,1441.7922291845796,"{'November 15, 2014': {'opponent': 'Yair Rodriguez', 'result': 0}, 'June 06, 2015': {'opponent': 'Jose Quinonez', 'result': 0}}"
Augusto Montano,1484.3198069472576,"{'November 15, 2014': {'opponent': 'Chris Heatherly', 'result': 1}, 'June 13, 2015': {'opponent': 'Cathal Pendred', 'result': 0}, 'September 17, 2016': {'opponent': 'Belal Muhammad', 'result': 0}}"
Alejandro Perez,1547.7671430131313,"{'November 15, 2014': {'opponent': 'Jose Quinonez', 'result': 1}, 'June 13, 2015': {'opponent': 'Patrick Williams', 'result': 0}, 'November 21, 2015': {'opponent': 'Scott Jorgensen', 'result': 1}, 'April 10, 2016': {'opponent': 'Ian Entwistle', 'result': 1}, 'September 17, 2016': {'opponent': 'Albert Morales', 'result': 0.5}, 'August 05, 2017': {'opponent': 'Andre Soukhamthath', 'result': 1}, 'December 09, 2017': {'opponent': 'Iuri Alcantara', 'result': 1}, 'April 14, 2018': {'opponent': 'Matthew Lopez', 'result': 1}, 'July 14, 2018': {'opponent': 'Eddie Wineland', 'result': 1}, 'March 02, 2019': {'opponent': 'Cody Stamann', 'result': 0}, 'July 06, 2019': {'opponent': 'Song Yadong', 'result': 0}}"
Jose Quinonez,1516.548657968722,"{'November 15, 2014': {'opponent': 'Alejandro Perez', 'result': 0}, 'June 06, 2015': {'opponent': 'Leonardo Morales', 'result': 1}, 'September 17, 2016': {'opponent': 'Joey Gomez', 'result': 1}, 'August 05, 2017': {'opponent': 'Diego Rivas', 'result': 1}, 'February 10, 2018': {'opponent': 'Teruto Ishihara', 'result': 1}, 'March 16, 2019': {'opponent': 'Nathaniel Wood', 'result': 0}, 'September 21, 2019': {'opponent': 'Carlos Huachin', 'result': 1}, 'March 07, 2020': {'opponent': ""Sean O'Malley"", 'result': 0}, 'December 05, 2020': {'opponent': 'Louis Smolka', 'result': 0}}"
Dooho Choi,1524.4111124234282,"{'November 22, 2014': {'opponent': 'Juan Manuel Puig', 'result': 1}, 'November 28, 2015': {'opponent': 'Sam Sicilia', 'result': 1}, 'July 08, 2016': {'opponent': 'Thiago Tavares', 'result': 1}, 'December 10, 2016': {'opponent': 'Cub Swanson', 'result': 0}, 'January 14, 2018': {'opponent': 'Jeremy Stephens', 'result': 0}, 'December 21, 2019': {'opponent': 'Charles Jourdain', 'result': 0}}"
Paige VanZant,1535.424660417699,"{'November 22, 2014': {'opponent': 'Kailin Curran', 'result': 1}, 'April 18, 2015': {'opponent': 'Felice Herrig', 'result': 1}, 'September 05, 2015': {'opponent': 'Alex Chambers', 'result': 1}, 'December 10, 2015': {'opponent': 'Rose Namajunas', 'result': 0}, 'August 27, 2016': {'opponent': 'Bec Rawlings', 'result': 1}, 'December 17, 2016': {'opponent': 'Michelle Waterson', 'result': 0}, 'January 14, 2018': {'opponent': 'Jessica-Rose Clark', 'result': 0}, 'January 19, 2019': {'opponent': 'Rachael Ostovich', 'result': 1}, 'July 11, 2020': {'opponent': 'Amanda Ribas', 'result': 0}}"
Kailin Curran,1407.957450682671,"{'November 22, 2014': {'opponent': 'Paige VanZant', 'result': 0}, 'May 09, 2015': {'opponent': 'Alex Chambers', 'result': 0}, 'December 10, 2015': {'opponent': 'Emily Kagan', 'result': 1}, 'July 23, 2016': {'opponent': 'Felice Herrig', 'result': 0}, 'December 03, 2016': {'opponent': 'Jamie Moyle', 'result': 0}, 'July 29, 2017': {'opponent': 'Aleksandra Albu', 'result': 0}, 'November 25, 2017': {'opponent': 'Yan Xiaonan', 'result': 0}}"
Josh Copeland,1450.0621095551078,"{'November 22, 2014': {'opponent': 'Ruslan Magomedov', 'result': 0}, 'March 14, 2015': {'opponent': 'Jared Rosholt', 'result': 0}}"
Ashlee Evans-Smith,1472.783792976949,"{'December 06, 2014': {'opponent': 'Raquel Pennington', 'result': 0}, 'February 21, 2016': {'opponent': 'Marion Reneau', 'result': 1}, 'September 03, 2016': {'opponent': 'Veronica Macedo', 'result': 1}, 'April 15, 2017': {'opponent': 'Ketlen Vieira', 'result': 0}, 'September 09, 2017': {'opponent': 'Sarah Moras', 'result': 0}, 'April 07, 2018': {'opponent': 'Bec Rawlings', 'result': 1}, 'February 17, 2019': {'opponent': 'Andrea Lee', 'result': 0}, 'November 28, 2020': {'opponent': 'Norma Dumont', 'result': 0}}"
Justin Jones,1443.9916880065327,"{'December 06, 2014': {'opponent': 'Corey Anderson', 'result': 0}, 'April 04, 2015': {'opponent': 'Ron Stallings', 'result': 0}}"
Emily Kagan,1435.0792202133762,"{'December 12, 2014': {'opponent': 'Angela Hill', 'result': 0}, 'December 10, 2015': {'opponent': 'Kailin Curran', 'result': 0}}"
Angela Hill,1497.196749132942,"{'December 12, 2014': {'opponent': 'Emily Kagan', 'result': 1}, 'June 13, 2015': {'opponent': 'Tecia Torres', 'result': 0}, 'October 03, 2015': {'opponent': 'Rose Namajunas', 'result': 0}, 'February 04, 2017': {'opponent': 'Jessica Andrade', 'result': 0}, 'July 07, 2017': {'opponent': 'Ashley Yoder', 'result': 1}, 'November 11, 2017': {'opponent': 'Nina Ansaroff', 'result': 0}, 'February 24, 2018': {'opponent': 'Maryna Moroz', 'result': 1}, 'August 25, 2018': {'opponent': 'Cortney Casey', 'result': 0}, 'March 23, 2019': {'opponent': 'Randa Markos', 'result': 0}, 'April 27, 2019': {'opponent': 'Jodie Esquibel', 'result': 1}, 'June 08, 2019': {'opponent': 'Yan Xiaonan', 'result': 0}, 'September 21, 2019': {'opponent': 'Ariane Carnelossi', 'result': 1}, 'January 25, 2020': {'opponent': 'Hannah Cifers', 'result': 1}, 'February 22, 2020': {'opponent': 'Loma Lookboonmee', 'result': 1}, 'May 16, 2020': {'opponent': 'Claudia Gadelha', 'result': 0}, 'September 12, 2020': {'opponent': 'Michelle Waterson', 'result': 0}, 'March 13, 2021': {'opponent': 'Ashley Yoder', 'result': 1}}"
Tecia Torres,1564.4829134346935,"{'December 12, 2014': {'opponent': 'Angela Magana', 'result': 1}, 'June 13, 2015': {'opponent': 'Angela Hill', 'result': 1}, 'December 12, 2015': {'opponent': 'Jocelyn Jones-Lybarger', 'result': 1}, 'April 16, 2016': {'opponent': 'Rose Namajunas', 'result': 0}, 'February 04, 2017': {'opponent': 'Bec Rawlings', 'result': 1}, 'July 07, 2017': {'opponent': 'Juliana Lima', 'result': 1}, 'December 02, 2017': {'opponent': 'Michelle Waterson', 'result': 1}, 'February 24, 2018': {'opponent': 'Jessica Andrade', 'result': 0}, 'July 28, 2018': {'opponent': 'Joanna Jedrzejczyk', 'result': 0}, 'March 02, 2019': {'opponent': 'Zhang Weili', 'result': 0}, 'August 10, 2019': {'opponent': 'Marina Rodriguez', 'result': 0}, 'June 20, 2020': {'opponent': 'Brianna Van Buren', 'result': 1}, 'December 12, 2020': {'opponent': 'Sam Hughes', 'result': 1}}"
Angela Magana,1428.13883266189,"{'December 12, 2014': {'opponent': 'Tecia Torres', 'result': 0}, 'July 12, 2015': {'opponent': 'Michelle Waterson', 'result': 0}, 'December 02, 2017': {'opponent': 'Amanda Cooper', 'result': 0}}"
Aisling Daly,1512.4700868546868,"{'December 12, 2014': {'opponent': 'Alex Chambers', 'result': 1}, 'April 25, 2015': {'opponent': 'Randa Markos', 'result': 0}, 'October 24, 2015': {'opponent': 'Ericka Almeida', 'result': 1}}"
Alex Chambers,1461.0280789988708,"{'December 12, 2014': {'opponent': 'Aisling Daly', 'result': 0}, 'May 09, 2015': {'opponent': 'Kailin Curran', 'result': 1}, 'September 05, 2015': {'opponent': 'Paige VanZant', 'result': 0}, 'November 18, 2017': {'opponent': 'Nadia Kassem', 'result': 0}, 'September 22, 2018': {'opponent': 'Livinha Souza', 'result': 0}}"
Joanne Calderwood,1529.1774836636644,"{'December 12, 2014': {'opponent': 'Seo Hee Ham', 'result': 1}, 'April 11, 2015': {'opponent': 'Maryna Moroz', 'result': 0}, 'July 18, 2015': {'opponent': 'Cortney Casey', 'result': 1}, 'June 18, 2016': {'opponent': 'Valerie Letourneau', 'result': 1}, 'September 10, 2016': {'opponent': 'Jessica Andrade', 'result': 0}, 'July 16, 2017': {'opponent': 'Cynthia Calvillo', 'result': 0}, 'August 25, 2018': {'opponent': 'Kalindra Faria', 'result': 1}, 'January 19, 2019': {'opponent': 'Ariane Lipski', 'result': 1}, 'June 08, 2019': {'opponent': 'Katlyn Chookagian', 'result': 0}, 'September 07, 2019': {'opponent': 'Andrea Lee', 'result': 1}, 'August 01, 2020': {'opponent': 'Jennifer Maia', 'result': 0}, 'January 23, 2021': {'opponent': 'Jessica Eye', 'result': 1}}"
Seo Hee Ham,1470.616525522133,"{'December 12, 2014': {'opponent': 'Joanne Calderwood', 'result': 0}, 'November 28, 2015': {'opponent': 'Cortney Casey', 'result': 1}, 'March 19, 2016': {'opponent': 'Bec Rawlings', 'result': 0}, 'November 26, 2016': {'opponent': 'Danielle Taylor', 'result': 0}}"
Bec Rawlings,1459.0585468893485,"{'December 12, 2014': {'opponent': 'Heather Clark', 'result': 0}, 'May 09, 2015': {'opponent': 'Lisa Ellis', 'result': 1}, 'March 19, 2016': {'opponent': 'Seo Hee Ham', 'result': 1}, 'August 27, 2016': {'opponent': 'Paige VanZant', 'result': 0}, 'February 04, 2017': {'opponent': 'Tecia Torres', 'result': 0}, 'November 18, 2017': {'opponent': 'Jessica-Rose Clark', 'result': 0}, 'April 07, 2018': {'opponent': 'Ashlee Evans-Smith', 'result': 0}}"
Heather Clark,1485.6384090000658,"{'December 12, 2014': {'opponent': 'Bec Rawlings', 'result': 1}, 'May 08, 2016': {'opponent': 'Karolina Kowalkiewicz', 'result': 0}, 'November 05, 2016': {'opponent': 'Alexa Grasso', 'result': 0}}"
Carla Esparza,1571.1613115276944,"{'December 12, 2014': {'opponent': 'Rose Namajunas', 'result': 1}, 'March 14, 2015': {'opponent': 'Joanna Jedrzejczyk', 'result': 0}, 'April 23, 2016': {'opponent': 'Juliana Lima', 'result': 1}, 'February 19, 2017': {'opponent': 'Randa Markos', 'result': 0}, 'June 25, 2017': {'opponent': 'Maryna Moroz', 'result': 1}, 'December 30, 2017': {'opponent': 'Cynthia Calvillo', 'result': 1}, 'June 09, 2018': {'opponent': 'Claudia Gadelha', 'result': 0}, 'September 08, 2018': {'opponent': 'Tatiana Suarez', 'result': 0}, 'April 27, 2019': {'opponent': 'Virna Jandiroba', 'result': 1}, 'September 21, 2019': {'opponent': 'Alexa Grasso', 'result': 1}, 'May 09, 2020': {'opponent': 'Michelle Waterson', 'result': 1}, 'July 25, 2020': {'opponent': 'Marina Rodriguez', 'result': 1}}"
Rose Namajunas,1583.9456267964897,"{'December 12, 2014': {'opponent': 'Carla Esparza', 'result': 0}, 'October 03, 2015': {'opponent': 'Angela Hill', 'result': 1}, 'December 10, 2015': {'opponent': 'Paige VanZant', 'result': 1}, 'April 16, 2016': {'opponent': 'Tecia Torres', 'result': 1}, 'July 30, 2016': {'opponent': 'Karolina Kowalkiewicz', 'result': 0}, 'April 15, 2017': {'opponent': 'Michelle Waterson', 'result': 1}, 'November 04, 2017': {'opponent': 'Joanna Jedrzejczyk', 'result': 1}, 'April 07, 2018': {'opponent': 'Joanna Jedrzejczyk', 'result': 1}, 'May 11, 2019': {'opponent': 'Jessica Andrade', 'result': 0}, 'July 11, 2020': {'opponent': 'Jessica Andrade', 'result': 1}}"
Jessica Penne,1473.7199637783826,"{'December 12, 2014': {'opponent': 'Randa Markos', 'result': 1}, 'June 20, 2015': {'opponent': 'Joanna Jedrzejczyk', 'result': 0}, 'June 04, 2016': {'opponent': 'Jessica Andrade', 'result': 0}, 'April 22, 2017': {'opponent': 'Danielle Taylor', 'result': 0}}"
Randa Markos,1463.9555951061232,"{'December 12, 2014': {'opponent': 'Jessica Penne', 'result': 0}, 'April 25, 2015': {'opponent': 'Aisling Daly', 'result': 1}, 'December 19, 2015': {'opponent': 'Karolina Kowalkiewicz', 'result': 0}, 'June 18, 2016': {'opponent': 'Jocelyn Jones-Lybarger', 'result': 1}, 'August 20, 2016': {'opponent': 'Cortney Casey', 'result': 0}, 'February 19, 2017': {'opponent': 'Carla Esparza', 'result': 1}, 'August 05, 2017': {'opponent': 'Alexa Grasso', 'result': 0}, 'January 27, 2018': {'opponent': 'Juliana Lima', 'result': 1}, 'July 28, 2018': {'opponent': 'Nina Ansaroff', 'result': 0}, 'September 22, 2018': {'opponent': 'Marina Rodriguez', 'result': 0.5}, 'March 23, 2019': {'opponent': 'Angela Hill', 'result': 1}, 'July 06, 2019': {'opponent': 'Claudia Gadelha', 'result': 0}, 'October 26, 2019': {'opponent': 'Ashley Yoder', 'result': 1}, 'March 14, 2020': {'opponent': 'Amanda Ribas', 'result': 0}, 'September 19, 2020': {'opponent': 'Mackenzie Dern', 'result': 0}, 'November 14, 2020': {'opponent': 'Kanako Murata', 'result': 0}}"
Felice Herrig,1511.7033432053418,"{'December 12, 2014': {'opponent': 'Lisa Ellis', 'result': 1}, 'April 18, 2015': {'opponent': 'Paige VanZant', 'result': 0}, 'July 23, 2016': {'opponent': 'Kailin Curran', 'result': 1}, 'February 04, 2017': {'opponent': 'Alexa Grasso', 'result': 1}, 'June 25, 2017': {'opponent': 'Justine Kish', 'result': 1}, 'December 02, 2017': {'opponent': 'Cortney Casey', 'result': 1}, 'April 07, 2018': {'opponent': 'Karolina Kowalkiewicz', 'result': 0}, 'October 06, 2018': {'opponent': 'Michelle Waterson', 'result': 0}, 'August 15, 2020': {'opponent': 'Virna Jandiroba', 'result': 0}}"
Lisa Ellis,1441.6093950162042,"{'December 12, 2014': {'opponent': 'Felice Herrig', 'result': 0}, 'May 09, 2015': {'opponent': 'Bec Rawlings', 'result': 0}}"
Henry Cejudo,1661.7895516302247,"{'December 13, 2014': {'opponent': 'Dustin Kimura', 'result': 1}, 'March 14, 2015': {'opponent': 'Chris Cariaso', 'result': 1}, 'June 13, 2015': {'opponent': 'Chico Camus', 'result': 1}, 'November 21, 2015': {'opponent': 'Jussier Formiga', 'result': 1}, 'April 23, 2016': {'opponent': 'Demetrious Johnson', 'result': 0}, 'December 03, 2016': {'opponent': 'Joseph Benavidez', 'result': 0}, 'September 09, 2017': {'opponent': 'Wilson Reis', 'result': 1}, 'December 02, 2017': {'opponent': 'Sergio Pettis', 'result': 1}, 'August 04, 2018': {'opponent': 'Demetrious Johnson', 'result': 1}, 'January 19, 2019': {'opponent': 'TJ Dillashaw', 'result': 1}, 'June 08, 2019': {'opponent': 'Marlon Moraes', 'result': 1}, 'May 09, 2020': {'opponent': 'Dominick Cruz', 'result': 1}}"
Anthony Birchak,1482.7159888583824,"{'December 13, 2014': {'opponent': 'Ian Entwistle', 'result': 0}, 'June 06, 2015': {'opponent': 'Joe Soto', 'result': 1}, 'November 07, 2015': {'opponent': 'Thomas Almeida', 'result': 0}, 'July 07, 2016': {'opponent': 'Dileno Lopes', 'result': 1}, 'November 07, 2020': {'opponent': 'Gustavo Lopez', 'result': 0}}"
Bryan Barberena,1524.61983424766,"{'December 13, 2014': {'opponent': 'Joe Ellenberger', 'result': 1}, 'April 25, 2015': {'opponent': 'Chad Laprise', 'result': 0}, 'January 30, 2016': {'opponent': 'Sage Northcutt', 'result': 1}, 'May 14, 2016': {'opponent': 'Warlley Alves', 'result': 1}, 'December 17, 2016': {'opponent': 'Colby Covington', 'result': 0}, 'April 22, 2017': {'opponent': 'Joe Proctor', 'result': 1}, 'September 02, 2017': {'opponent': 'Leon Edwards', 'result': 0}, 'August 25, 2018': {'opponent': 'Jake Ellenberger', 'result': 1}, 'February 17, 2019': {'opponent': 'Vicente Luque', 'result': 0}, 'June 22, 2019': {'opponent': 'Randy Brown', 'result': 0}, 'September 12, 2020': {'opponent': 'Anthony Ivy', 'result': 1}}"
Willie Gates,1473.2065622379935,"{'December 13, 2014': {'opponent': 'John Moraga', 'result': 0}, 'July 12, 2015': {'opponent': 'Darrell Montague', 'result': 1}, 'August 08, 2015': {'opponent': 'Dustin Ortiz', 'result': 0}, 'May 08, 2016': {'opponent': 'Yuta Sasaki', 'result': 0}}"
Jake Collier,1504.1457702307514,"{'December 20, 2014': {'opponent': 'Vitor Miranda', 'result': 0}, 'June 06, 2015': {'opponent': 'Ricardo Abreu', 'result': 1}, 'November 28, 2015': {'opponent': 'Dongi Yang', 'result': 0}, 'May 29, 2016': {'opponent': 'Alberto Uda', 'result': 1}, 'April 15, 2017': {'opponent': 'Devin Clark', 'result': 0}, 'November 11, 2017': {'opponent': 'Marcel Fortuna', 'result': 1}, 'July 25, 2020': {'opponent': 'Tom Aspinall', 'result': 0}, 'December 05, 2020': {'opponent': 'Gian Villante', 'result': 1}}"
Antonio Dos Santos,1438.7030754833165,"{'December 20, 2014': {'opponent': 'Daniel Sarafian', 'result': 0}, 'June 20, 2015': {'opponent': 'Scott Askham', 'result': 0}}"
Renato Moicano,1559.3386135175213,"{'December 20, 2014': {'opponent': 'Tom Niinimaki', 'result': 1}, 'May 14, 2016': {'opponent': 'Zubaira Tukhugov', 'result': 1}, 'April 15, 2017': {'opponent': 'Jeremy Stephens', 'result': 1}, 'July 29, 2017': {'opponent': 'Brian Ortega', 'result': 0}, 'April 07, 2018': {'opponent': 'Calvin Kattar', 'result': 1}, 'August 04, 2018': {'opponent': 'Cub Swanson', 'result': 1}, 'February 02, 2019': {'opponent': 'Jose Aldo', 'result': 0}, 'June 22, 2019': {'opponent': 'Chan Sung Jung', 'result': 0}, 'March 14, 2020': {'opponent': 'Damir Hadzovic', 'result': 1}, 'December 12, 2020': {'opponent': 'Rafael Fiziev', 'result': 0}}"
Marion Reneau,1501.4868486289977,"{'January 03, 2015': {'opponent': 'Alexis Dufresne', 'result': 1}, 'February 22, 2015': {'opponent': 'Jessica Andrade', 'result': 1}, 'July 15, 2015': {'opponent': 'Holly Holm', 'result': 0}, 'February 21, 2016': {'opponent': 'Ashlee Evans-Smith', 'result': 0}, 'November 19, 2016': {'opponent': 'Milana Dudieva', 'result': 1}, 'March 11, 2017': {'opponent': 'Bethe Correia', 'result': 0.5}, 'September 02, 2017': {'opponent': 'Talita Bernardo', 'result': 1}, 'February 24, 2018': {'opponent': 'Sara McMann', 'result': 1}, 'July 14, 2018': {'opponent': 'Cat Zingano', 'result': 0}, 'March 09, 2019': {'opponent': 'Yana Kunitskaya', 'result': 0}, 'June 20, 2020': {'opponent': 'Raquel Pennington', 'result': 0}, 'March 20, 2021': {'opponent': 'Macy Chiasson', 'result': 0}}"
