fighter,elo,record
Cody Garbrandt,1593.7879365788483,"{'January 03, 2015': {'opponent': 'Marcus Brimage', 'result': 1}, 'July 11, 2015': {'opponent': 'Henry Briones', 'result': 1}, 'February 21, 2016': {'opponent': 'Augusto Mendes', 'result': 1}, 'May 29, 2016': {'opponent': 'Thomas Almeida', 'result': 1}, 'August 20, 2016': {'opponent': 'Takeya Mizugaki', 'result': 1}, 'December 30, 2016': {'opponent': 'Dominick Cruz', 'result': 1}, 'November 04, 2017': {'opponent': 'TJ Dillashaw', 'result': 0}, 'August 04, 2018': {'opponent': 'TJ Dillashaw', 'result': 0}, 'March 02, 2019': {'opponent': 'Pedro Munhoz', 'result': 0}, 'June 06, 2020': {'opponent': 'Raphael Assuncao', 'result': 1}}"
Jared Cannonier,1540.664333142533,"{'January 03, 2015': {'opponent': 'Shawn Jordan', 'result': 0}, 'April 10, 2016': {'opponent': 'Cyril Asker', 'result': 1}, 'December 03, 2016': {'opponent': 'Ion Cutelaba', 'result': 1}, 'February 11, 2017': {'opponent': 'Glover Teixeira', 'result': 0}, 'July 07, 2017': {'opponent': 'Nick Roehrick', 'result': 1}, 'December 16, 2017': {'opponent': 'Jan Blachowicz', 'result': 0}, 'May 19, 2018': {'opponent': 'Dominick Reyes', 'result': 0}, 'November 03, 2018': {'opponent': 'David Branch', 'result': 1}, 'May 11, 2019': {'opponent': 'Anderson Silva', 'result': 1}, 'September 28, 2019': {'opponent': 'Jack Hermansson', 'result': 1}, 'October 24, 2020': {'opponent': 'Robert Whittaker', 'result': 0}}"
Frankie Perez,1477.9198217603566,"{'January 18, 2015': {'opponent': 'Johnny Case', 'result': 0}, 'August 23, 2015': {'opponent': 'Sam Stout', 'result': 1}, 'December 09, 2016': {'opponent': 'Marc Diakiese', 'result': 0}, 'July 22, 2017': {'opponent': 'Chris Wade', 'result': 0}}"
Ron Stallings,1484.1202079632933,"{'January 18, 2015': {'opponent': 'Uriah Hall', 'result': 0}, 'April 04, 2015': {'opponent': 'Justin Jones', 'result': 1}, 'September 05, 2015': {'opponent': 'Joe Riggs', 'result': 0}}"
Konstantin Erokhin,1443.408862095504,"{'January 24, 2015': {'opponent': 'Viktor Pesta', 'result': 0}, 'December 11, 2015': {'opponent': 'Gabriel Gonzaga', 'result': 0}}"
Paul Redmond,1445.9035977238707,"{'January 24, 2015': {'opponent': 'Mirsad Bektic', 'result': 0}, 'July 18, 2015': {'opponent': 'Robert Whiteford', 'result': 0}}"
Anthony Christodoulou,1441.443361172165,"{'January 24, 2015': {'opponent': 'Mairbek Taisumov', 'result': 0}, 'August 08, 2015': {'opponent': 'Scott Holtzman', 'result': 0}}"
Makwan Amirkhani,1566.6178791831262,"{'January 24, 2015': {'opponent': 'Andy Ogle', 'result': 1}, 'June 20, 2015': {'opponent': 'Masio Fullen', 'result': 1}, 'February 27, 2016': {'opponent': 'Mike Wilkinson', 'result': 1}, 'March 18, 2017': {'opponent': 'Arnold Allen', 'result': 0}, 'May 27, 2018': {'opponent': 'Jason Knight', 'result': 1}, 'June 01, 2019': {'opponent': 'Chris Fishgold', 'result': 1}, 'November 02, 2019': {'opponent': 'Shane Burgos', 'result': 0}, 'July 11, 2020': {'opponent': 'Danny Henry', 'result': 1}, 'October 10, 2020': {'opponent': 'Edson Barboza', 'result': 0}}"
Sultan Aliev,1507.1321007879123,"{'January 24, 2015': {'opponent': 'Kenny Robertson', 'result': 0}, 'December 17, 2016': {'opponent': 'Bojan Velickovic', 'result': 1}, 'May 12, 2018': {'opponent': 'Warlley Alves', 'result': 0}, 'April 20, 2019': {'opponent': 'Keita Nakamura', 'result': 1}}"
Cody Pfister,1472.4102191787606,"{'February 14, 2015': {'opponent': 'James Moontasri', 'result': 0}, 'July 11, 2015': {'opponent': 'Yosdenis Cedeno', 'result': 1}, 'December 10, 2015': {'opponent': 'Sage Northcutt', 'result': 0}, 'July 13, 2016': {'opponent': 'Scott Holtzman', 'result': 0}}"
Masio Fullen,1485.6819452953441,"{'February 28, 2015': {'opponent': 'Alex Torres', 'result': 1}, 'June 20, 2015': {'opponent': 'Makwan Amirkhani', 'result': 0}, 'January 30, 2016': {'opponent': 'Alex Caceres', 'result': 0}}"
Alex Torres,1470.939003057951,"{'February 28, 2015': {'opponent': 'Masio Fullen', 'result': 0}}"
Holly Holm,1565.795369715236,"{'February 28, 2015': {'opponent': 'Raquel Pennington', 'result': 1}, 'July 15, 2015': {'opponent': 'Marion Reneau', 'result': 1}, 'November 14, 2015': {'opponent': 'Ronda Rousey', 'result': 1}, 'March 05, 2016': {'opponent': 'Miesha Tate', 'result': 0}, 'July 23, 2016': {'opponent': 'Valentina Shevchenko', 'result': 0}, 'February 11, 2017': {'opponent': 'Germaine de Randamie', 'result': 0}, 'June 17, 2017': {'opponent': 'Bethe Correia', 'result': 1}, 'December 30, 2017': {'opponent': 'Cristiane Justino', 'result': 0}, 'June 09, 2018': {'opponent': 'Megan Anderson', 'result': 1}, 'July 06, 2019': {'opponent': 'Amanda Nunes', 'result': 0}, 'January 18, 2020': {'opponent': 'Raquel Pennington', 'result': 1}, 'October 03, 2020': {'opponent': 'Irene Aldana', 'result': 1}}"
Joe Duffy,1521.8500189514302,"{'March 14, 2015': {'opponent': 'Jake Lindsey', 'result': 1}, 'July 18, 2015': {'opponent': 'Ivan Jorge', 'result': 1}, 'January 02, 2016': {'opponent': 'Dustin Poirier', 'result': 0}, 'July 07, 2016': {'opponent': 'Mitch Clarke', 'result': 1}, 'March 18, 2017': {'opponent': 'Reza Madadi', 'result': 1}, 'November 04, 2017': {'opponent': 'James Vick', 'result': 0}, 'March 16, 2019': {'opponent': 'Marc Diakiese', 'result': 0}, 'July 18, 2020': {'opponent': 'Joel Alvarez', 'result': 0}}"
Bentley Syler,1468.0,"{'March 21, 2015': {'opponent': 'Fredy Serrano', 'result': 0}}"
Fredy Serrano,1521.5886306543414,"{'March 21, 2015': {'opponent': 'Bentley Syler', 'result': 1}, 'November 28, 2015': {'opponent': 'Yao Zhikui', 'result': 1}, 'July 30, 2016': {'opponent': 'Ryan Benoit', 'result': 0}, 'December 17, 2016': {'opponent': 'Hector Sandoval', 'result': 0}}"
Alex Oliveira,1554.9385545270848,"{'March 21, 2015': {'opponent': 'Gilbert Burns', 'result': 0}, 'May 30, 2015': {'opponent': 'KJ Noons', 'result': 1}, 'June 27, 2015': {'opponent': 'Joe Merritt', 'result': 1}, 'November 07, 2015': {'opponent': 'Piotr Hallmann', 'result': 1}, 'February 21, 2016': {'opponent': 'Donald Cerrone', 'result': 0}, 'July 23, 2016': {'opponent': 'James Moontasri', 'result': 1}, 'October 01, 2016': {'opponent': 'Will Brooks', 'result': 1}, 'December 30, 2016': {'opponent': 'Tim Means', 'result': 0.5}, 'March 11, 2017': {'opponent': 'Tim Means', 'result': 1}, 'July 22, 2017': {'opponent': 'Ryan LaFlare', 'result': 1}, 'December 02, 2017': {'opponent': 'Yancy Medeiros', 'result': 0}, 'April 14, 2018': {'opponent': 'Carlos Condit', 'result': 1}, 'September 22, 2018': {'opponent': 'Carlo Pedersoli Jr.', 'result': 1}, 'December 08, 2018': {'opponent': 'Gunnar Nelson', 'result': 0}, 'April 27, 2019': {'opponent': 'Mike Perry', 'result': 0}, 'September 28, 2019': {'opponent': 'Nicolas Dalby', 'result': 0}, 'March 07, 2020': {'opponent': 'Max Griffin', 'result': 1}, 'July 25, 2020': {'opponent': 'Peter Sobotta', 'result': 1}, 'October 24, 2020': {'opponent': 'Shavkat Rakhmonov', 'result': 0}}"
Shamil Abdurakhimov,1535.2255656964421,"{'April 04, 2015': {'opponent': 'Timothy Johnson', 'result': 0}, 'February 21, 2016': {'opponent': 'Anthony Hamilton', 'result': 1}, 'October 01, 2016': {'opponent': 'Walt Harris', 'result': 1}, 'December 09, 2016': {'opponent': 'Derrick Lewis', 'result': 0}, 'November 25, 2017': {'opponent': 'Chase Sherman', 'result': 1}, 'September 15, 2018': {'opponent': 'Andrei Arlovski', 'result': 1}, 'April 20, 2019': {'opponent': 'Marcin Tybura', 'result': 1}, 'September 07, 2019': {'opponent': 'Curtis Blaydes', 'result': 0}}"
Timothy Johnson,1517.7848612208593,"{'April 04, 2015': {'opponent': 'Shamil Abdurakhimov', 'result': 1}, 'August 08, 2015': {'opponent': 'Jared Rosholt', 'result': 0}, 'April 10, 2016': {'opponent': 'Marcin Tybura', 'result': 1}, 'November 19, 2016': {'opponent': 'Alexander Volkov', 'result': 0}, 'March 18, 2017': {'opponent': 'Daniel Omielanczuk', 'result': 1}, 'July 22, 2017': {'opponent': 'Junior Albini', 'result': 0}, 'February 03, 2018': {'opponent': 'Marcelo Golm', 'result': 1}}"
Stevie Ray,1561.4111346539412,"{'April 11, 2015': {'opponent': 'Marcin Bandel', 'result': 1}, 'July 18, 2015': {'opponent': 'Leonardo Mafra', 'result': 1}, 'October 24, 2015': {'opponent': 'Mickael Lebout', 'result': 1}, 'September 24, 2016': {'opponent': 'Alan Patrick', 'result': 0}, 'November 19, 2016': {'opponent': 'Ross Pearson', 'result': 1}, 'April 22, 2017': {'opponent': 'Joe Lauzon', 'result': 1}, 'July 16, 2017': {'opponent': 'Paul Felder', 'result': 0}, 'March 17, 2018': {'opponent': 'Kajan Johnson', 'result': 0}, 'October 27, 2018': {'opponent': 'Jessin Ayari', 'result': 1}, 'June 01, 2019': {'opponent': 'Leonardo Santos', 'result': 0}, 'October 26, 2019': {'opponent': 'Michael Johnson', 'result': 1}}"
Taylor Lapilus,1559.2206513184258,"{'April 11, 2015': {'opponent': 'Rocky Lee', 'result': 1}, 'June 20, 2015': {'opponent': 'Yuta Sasaki', 'result': 1}, 'November 21, 2015': {'opponent': 'Erik Perez', 'result': 0}, 'September 03, 2016': {'opponent': 'Leandro Issa', 'result': 1}}"
Rocky Lee,1470.939003057951,"{'April 11, 2015': {'opponent': 'Taylor Lapilus', 'result': 0}}"
Izabela Badurek,1468.0,"{'April 11, 2015': {'opponent': 'Aleksandra Albu', 'result': 0}}"
Aleksandra Albu,1517.2084219209642,"{'April 11, 2015': {'opponent': 'Izabela Badurek', 'result': 1}, 'July 29, 2017': {'opponent': 'Kailin Curran', 'result': 1}, 'February 17, 2019': {'opponent': 'Emily Whitmire', 'result': 0}, 'October 26, 2019': {'opponent': 'Loma Lookboonmee', 'result': 0}}"
Mickael Lebout,1492.7585811797917,"{'April 11, 2015': {'opponent': 'Sergio Moraes', 'result': 0}, 'July 18, 2015': {'opponent': 'Teemu Packalen', 'result': 1}, 'October 24, 2015': {'opponent': 'Stevie Ray', 'result': 0}}"
Bartosz Fabinski,1543.8537830557898,"{'April 11, 2015': {'opponent': 'Garreth McLellan', 'result': 1}, 'November 21, 2015': {'opponent': 'Hector Urbina', 'result': 1}, 'July 22, 2018': {'opponent': 'Emil Meek', 'result': 1}, 'November 17, 2018': {'opponent': 'Michel Prazeres', 'result': 0}, 'September 05, 2020': {'opponent': 'Andre Muniz', 'result': 0}}"
Garreth McLellan,1456.6883897428731,"{'April 11, 2015': {'opponent': 'Bartosz Fabinski', 'result': 0}, 'October 24, 2015': {'opponent': 'Bubba Bush', 'result': 1}, 'May 08, 2016': {'opponent': 'Magnus Cedenblad', 'result': 0}, 'August 27, 2016': {'opponent': 'Alessio Di Chirico', 'result': 0}, 'March 11, 2017': {'opponent': 'Paulo Costa', 'result': 0}}"
Damian Stasiak,1468.423704566967,"{'April 11, 2015': {'opponent': 'Yaotzin Meza', 'result': 0}, 'April 10, 2016': {'opponent': 'Filip Pejic', 'result': 1}, 'October 08, 2016': {'opponent': 'Davey Grant', 'result': 1}, 'May 28, 2017': {'opponent': 'Pedro Munhoz', 'result': 0}, 'October 21, 2017': {'opponent': 'Brian Kelleher', 'result': 0}, 'July 22, 2018': {'opponent': 'Pingyuan Liu', 'result': 0}}"
Maryna Moroz,1528.3842110344199,"{'April 11, 2015': {'opponent': 'Joanne Calderwood', 'result': 1}, 'August 23, 2015': {'opponent': 'Valerie Letourneau', 'result': 0}, 'April 10, 2016': {'opponent': 'Cristina Stanciu', 'result': 1}, 'August 06, 2016': {'opponent': 'Danielle Taylor', 'result': 1}, 'June 25, 2017': {'opponent': 'Carla Esparza', 'result': 0}, 'February 24, 2018': {'opponent': 'Angela Hill', 'result': 0}, 'March 30, 2019': {'opponent': 'Sabina Mazo', 'result': 1}, 'March 14, 2020': {'opponent': 'Mayra Bueno Silva', 'result': 1}}"
Shane Campbell,1468.3330855831457,"{'April 25, 2015': {'opponent': 'John Makdessi', 'result': 0}, 'August 23, 2015': {'opponent': 'Elias Silverio', 'result': 1}, 'February 21, 2016': {'opponent': 'James Krause', 'result': 0}, 'May 29, 2016': {'opponent': 'Erik Koch', 'result': 0}, 'August 27, 2016': {'opponent': 'Felipe Silva', 'result': 0}}"
Ben Nguyen,1536.1665084285744,"{'May 09, 2015': {'opponent': 'Alptekin Ozkilic', 'result': 1}, 'November 14, 2015': {'opponent': 'Ryan Benoit', 'result': 1}, 'July 13, 2016': {'opponent': 'Louis Smolka', 'result': 0}, 'November 26, 2016': {'opponent': 'Geane Herrera', 'result': 1}, 'June 10, 2017': {'opponent': 'Tim Elliott', 'result': 1}, 'February 10, 2018': {'opponent': 'Jussier Formiga', 'result': 0}, 'December 01, 2018': {'opponent': 'Wilson Reis', 'result': 0}}"
Jonavin Webb,1440.1726446003654,"{'May 09, 2015': {'opponent': 'Kyle Noke', 'result': 0}, 'February 21, 2016': {'opponent': 'Nathan Coy', 'result': 0}}"
Levan Makashvili,1497.3992160013192,"{'May 16, 2015': {'opponent': 'Mark Eddiva', 'result': 1}, 'June 27, 2015': {'opponent': 'Hacran Dias', 'result': 0}, 'January 30, 2016': {'opponent': 'Damon Jackson', 'result': 0.5}}"
Islam Makhachev,1613.2428376277737,"{'May 23, 2015': {'opponent': 'Leo Kuntz', 'result': 1}, 'October 03, 2015': {'opponent': 'Adriano Martins', 'result': 0}, 'September 17, 2016': {'opponent': 'Chris Wade', 'result': 1}, 'February 11, 2017': {'opponent': 'Nik Lentz', 'result': 1}, 'January 20, 2018': {'opponent': 'Gleison Tibau', 'result': 1}, 'July 28, 2018': {'opponent': 'Kajan Johnson', 'result': 1}, 'April 20, 2019': {'opponent': 'Arman Tsarukyan', 'result': 1}, 'September 07, 2019': {'opponent': 'Davi Ramos', 'result': 1}, 'March 06, 2021': {'opponent': 'Drew Dober', 'result': 1}}"
Leo Kuntz,1441.7008348094494,"{'May 23, 2015': {'opponent': 'Islam Makhachev', 'result': 0}, 'November 28, 2015': {'opponent': 'Tae Hyun Bang', 'result': 0}}"
Elizeu Zaleski dos Santos,1575.2865620247792,"{'May 30, 2015': {'opponent': 'Nicolas Dalby', 'result': 0}, 'April 16, 2016': {'opponent': 'Omari Akhmedov', 'result': 1}, 'October 01, 2016': {'opponent': 'Keita Nakamura', 'result': 1}, 'July 22, 2017': {'opponent': 'Lyman Good', 'result': 1}, 'October 28, 2017': {'opponent': 'Max Griffin', 'result': 1}, 'May 12, 2018': {'opponent': 'Sean Strickland', 'result': 1}, 'September 22, 2018': {'opponent': 'Luigi Vendramini', 'result': 1}, 'March 09, 2019': {'opponent': 'Curtis Millender', 'result': 1}, 'August 31, 2019': {'opponent': 'Li Jingliang', 'result': 0}, 'March 14, 2020': {'opponent': 'Aleksei Kunchenko', 'result': 1}, 'July 11, 2020': {'opponent': 'Muslim Salikhov', 'result': 0}}"
Nicolas Dalby,1529.6772413404224,"{'May 30, 2015': {'opponent': 'Elizeu Zaleski dos Santos', 'result': 1}, 'October 24, 2015': {'opponent': 'Darren Till', 'result': 0.5}, 'April 10, 2016': {'opponent': 'Zak Cummings', 'result': 0}, 'September 03, 2016': {'opponent': 'Peter Sobotta', 'result': 0}, 'September 28, 2019': {'opponent': 'Alex Oliveira', 'result': 1}, 'July 25, 2020': {'opponent': 'Jesse Ronson', 'result': 0.5}, 'November 21, 2020': {'opponent': 'Daniel Rodriguez', 'result': 1}}"
Tom Breese,1554.535020974452,"{'May 30, 2015': {'opponent': 'Luiz Dutra', 'result': 1}, 'October 24, 2015': {'opponent': 'Cathal Pendred', 'result': 1}, 'February 27, 2016': {'opponent': 'Keita Nakamura', 'result': 1}, 'June 04, 2016': {'opponent': 'Sean Strickland', 'result': 0}, 'May 27, 2018': {'opponent': 'Daniel Kelly', 'result': 1}, 'February 29, 2020': {'opponent': 'Brendan Allen', 'result': 0}, 'October 10, 2020': {'opponent': 'KB Bhullar', 'result': 1}, 'January 20, 2021': {'opponent': 'Omari Akhmedov', 'result': 0}}"
Ericka Almeida,1441.537175737908,"{'May 30, 2015': {'opponent': 'Juliana Lima', 'result': 0}, 'October 24, 2015': {'opponent': 'Aisling Daly', 'result': 0}}"
Darren Till,1570.0495348867803,"{'May 30, 2015': {'opponent': 'Wendell Oliveira Marques', 'result': 1}, 'October 24, 2015': {'opponent': 'Nicolas Dalby', 'result': 0.5}, 'May 28, 2017': {'opponent': 'Jessin Ayari', 'result': 1}, 'September 02, 2017': {'opponent': 'Bojan Velickovic', 'result': 1}, 'October 21, 2017': {'opponent': 'Donald Cerrone', 'result': 1}, 'May 27, 2018': {'opponent': 'Stephen Thompson', 'result': 1}, 'September 08, 2018': {'opponent': 'Tyron Woodley', 'result': 0}, 'March 16, 2019': {'opponent': 'Jorge Masvidal', 'result': 0}, 'November 02, 2019': {'opponent': 'Kelvin Gastelum', 'result': 1}, 'July 25, 2020': {'opponent': 'Robert Whittaker', 'result': 0}}"
Magomed Mustafaev,1543.7662780994738,"{'June 20, 2015': {'opponent': 'Piotr Hallmann', 'result': 1}, 'December 12, 2015': {'opponent': 'Joe Proctor', 'result': 1}, 'November 19, 2016': {'opponent': 'Kevin Lee', 'result': 0}, 'April 20, 2019': {'opponent': 'Rafael Fiziev', 'result': 1}, 'February 22, 2020': {'opponent': 'Brad Riddell', 'result': 0}}"
Arnold Allen,1622.240759283393,"{'June 20, 2015': {'opponent': 'Alan Omer', 'result': 1}, 'February 27, 2016': {'opponent': 'Yaotzin Meza', 'result': 1}, 'March 18, 2017': {'opponent': 'Makwan Amirkhani', 'result': 1}, 'May 27, 2018': {'opponent': 'Mads Burnell', 'result': 1}, 'March 16, 2019': {'opponent': 'Jordan Rinaldi', 'result': 1}, 'July 06, 2019': {'opponent': 'Gilbert Melendez', 'result': 1}, 'January 25, 2020': {'opponent': 'Nik Lentz', 'result': 1}}"
Steve Kennedy,1436.375545010762,"{'June 20, 2015': {'opponent': 'Peter Sobotta', 'result': 0}, 'November 14, 2015': {'opponent': 'Richard Walsh', 'result': 0}}"
Lukasz Sajewski,1432.763553286709,"{'June 20, 2015': {'opponent': 'Nick Hein', 'result': 0}, 'July 07, 2016': {'opponent': 'Gilbert Burns', 'result': 0}, 'October 08, 2016': {'opponent': 'Marc Diakiese', 'result': 0}}"
Sirwan Kakai,1498.2642725242447,"{'June 27, 2015': {'opponent': 'Danny Martinez', 'result': 1}, 'August 08, 2015': {'opponent': 'Frankie Saenz', 'result': 0}}"
Joe Merritt,1470.2986193244865,"{'June 27, 2015': {'opponent': 'Alex Oliveira', 'result': 0}}"
Steve Bosse,1518.4117308842592,"{'June 27, 2015': {'opponent': 'Thiago Santos', 'result': 0}, 'March 19, 2016': {'opponent': 'James Te Huna', 'result': 1}, 'June 18, 2016': {'opponent': ""Sean O'Connell"", 'result': 1}}"
Lewis Gonzalez,1466.2517777275843,"{'June 27, 2015': {'opponent': 'Leandro Silva', 'result': 0}}"
Steve Montgomery,1444.0224891716823,"{'June 27, 2015': {'opponent': 'Tony Sims', 'result': 0}, 'November 14, 2015': {'opponent': 'Daniel Kelly', 'result': 0}}"
Tony Sims,1484.0045850344657,"{'June 27, 2015': {'opponent': 'Steve Montgomery', 'result': 1}, 'August 23, 2015': {'opponent': 'Olivier Aubin-Mercier', 'result': 0}, 'January 02, 2016': {'opponent': 'Abel Trujillo', 'result': 0}}"
Dominic Waters,1442.6502904233882,"{'July 12, 2015': {'opponent': 'George Sullivan', 'result': 0}, 'November 28, 2015': {'opponent': 'Dong Hyun Kim', 'result': 0}, 'May 08, 2016': {'opponent': 'Leon Edwards', 'result': 0}}"
Michael Graves,1559.327455655903,"{'July 12, 2015': {'opponent': 'Vicente Luque', 'result': 1}, 'April 16, 2016': {'opponent': 'Randy Brown', 'result': 1}, 'July 30, 2016': {'opponent': 'Bojan Velickovic', 'result': 0.5}}"
Vicente Luque,1628.9777474801265,"{'July 12, 2015': {'opponent': 'Michael Graves', 'result': 0}, 'December 19, 2015': {'opponent': 'Hayder Hassan', 'result': 1}, 'July 07, 2016': {'opponent': 'Alvaro Herrera Mendoza', 'result': 1}, 'September 24, 2016': {'opponent': 'Hector Urbina', 'result': 1}, 'November 12, 2016': {'opponent': 'Belal Muhammad', 'result': 1}, 'March 18, 2017': {'opponent': 'Leon Edwards', 'result': 0}, 'October 28, 2017': {'opponent': 'Niko Price', 'result': 1}, 'May 19, 2018': {'opponent': 'Chad Laprise', 'result': 1}, 'October 06, 2018': {'opponent': 'Jalin Turner', 'result': 1}, 'February 17, 2019': {'opponent': 'Bryan Barberena', 'result': 1}, 'May 18, 2019': {'opponent': 'Derrick Krantz', 'result': 1}, 'August 10, 2019': {'opponent': 'Mike Perry', 'result': 1}, 'November 02, 2019': {'opponent': 'Stephen Thompson', 'result': 0}, 'May 09, 2020': {'opponent': 'Niko Price', 'result': 1}, 'August 01, 2020': {'opponent': 'Randy Brown', 'result': 1}}"
Kamaru Usman,1719.7346809043502,"{'July 12, 2015': {'opponent': 'Hayder Hassan', 'result': 1}, 'December 19, 2015': {'opponent': 'Leon Edwards', 'result': 1}, 'July 23, 2016': {'opponent': 'Alexander Yakovlev', 'result': 1}, 'November 19, 2016': {'opponent': 'Warlley Alves', 'result': 1}, 'April 08, 2017': {'opponent': 'Sean Strickland', 'result': 1}, 'September 16, 2017': {'opponent': 'Sergio Moraes', 'result': 1}, 'January 14, 2018': {'opponent': 'Emil Meek', 'result': 1}, 'May 19, 2018': {'opponent': 'Demian Maia', 'result': 1}, 'November 30, 2018': {'opponent': 'Rafael Dos Anjos', 'result': 1}, 'March 02, 2019': {'opponent': 'Tyron Woodley', 'result': 1}, 'December 14, 2019': {'opponent': 'Colby Covington', 'result': 1}, 'July 11, 2020': {'opponent': 'Jorge Masvidal', 'result': 1}, 'February 13, 2021': {'opponent': 'Gilbert Burns', 'result': 1}}"
